claim_id,external_claim_id,title,description,url,verdict_date,keywords,domain,main_category,secondary_category,verdict
86,,Iron Eyes Cody,The actor known as Iron Eyes Cody was a true-born Native Indian,https://www.snopes.com/fact-check/iron-eyes-cody/,2007-08-09 00:00:00,Iron Eyes Cody Native American|| Iron Eyes Cody indian,Claim,,,FALSE
87,,Soupy Salesí Smutty Jokes,Soupy Sales routinely sneaked smutty jokes into his television program,https://www.snopes.com/fact-check/dirty-job/,2014-07-15 00:00:00,Soupy Sales Smutty Jokes|| Soupy sneaking Sales TV show,Claim,,,FALSE
88,,Laxatives Added to College Food,College cafeteria food is laced with laxatives,https://www.snopes.com/fact-check/the-going-concern/,2014-06-29 00:00:00,Laxatives College Food|| Laxatives College cafeteria ,Claim,,,FALSE
89,,Soupy Salesí ëGreen Pieces of Paperí Scandal,"Soupy Sales was once suspended for asking his young television viewers to send him ""little green pieces of paper"" taken from their parents' wallets",https://www.snopes.com/fact-check/greenmail/,2001-03-20 00:00:00,Green Pieces of Paper Scandal|| Soupy Sales Scandal,Claim,,,TRUE
90,,Steve Burns Death Hoax,Steve Burns of TV's 'Blue's Clues' died of a heroin overdose,https://www.snopes.com/fact-check/steve-burns-overdose/,1999-11-11 00:00:00,Steve Burns overdose|| Blue's Clues overdose,Claim,,,FALSE
91,,"KISS: Does It Stand for ""Knights in Satan's Service""?","The group KISS took their name from an acronym for ""Knights in Satan's Service""",https://www.snopes.com/fact-check/kiss/,2014-05-22 00:00:00,KISS Knights in Satan's Service|| KISS Knights in Satan Service,Claim,,,FALSE
92,,Jack Nicholson's Mother,At age 37 Jack Nicholson discovered that the woman he'd always thought his sister was actually his mother,https://www.snopes.com/fact-check/you-dont-know-jack/,2014-05-18 00:00:00,Jack Nicholson's Mother sister|| Jack Nicholson Mother sister,Claim,,,TRUE
93,,Was Ciara Born a Man?,Popular R&B singer Ciara was born male.,https://www.snopes.com/fact-check/false-ciara-was-born-a-man/,2005-02-24 00:00:00,Ciara Born Man|| Ciara Born male,Claim,,,FALSE
94,,Cookie Monster Becomes Veggie Monster,Sesame Streetís Cookie Monster is being replaced by Veggie Monster,https://www.snopes.com/fact-check/monster-bawl/,2014-05-10 00:00:00,Cookie Monster Veggie Monster|| Cookie Monster Veggie|| Cookie Monster vegetarian|| Cookie Monster vegetarian,Claim,,,FALSE
95,,Hotel California,The Eagles song ìHotel Californiaî is about Satanism,https://www.snopes.com/fact-check/hotel-california/,2014-04-24 00:00:00,Hotel California Satanism|| Hotel California Satan,Claim,,,FALSE
96,,"Frosties ""They're Gonna Taste Great"" Actor Suicide","†The child actor who sang ""They're gonna taste great"" in a Kellogg's Frosties commercial committed suicide, was murdered by bullies, or died of cancer",https://www.snopes.com/fact-check/cereal-killers/,2014-04-10 00:00:00,Frosties Suicide|| They're gonna taste great Suicide,Claim,,,FALSE
97,,Bobby McFerrin Suicide Rumor,"Bobby McFerrin, the artist who sang ìDonít Worry, Be Happy,î killed himself",https://www.snopes.com/fact-check/dont-worry-be-dead/,2014-03-16 00:00:00,Bobby McFerrin Suicide|| Bobby McFerrin kill himself,Claim,,,FALSE
98,,Jerry ëBeaverí Mathers Killed in Vietnam?,Leave It to Beaver†star Jerry Mathers was killed in action in Vietnam.,https://www.snopes.com/fact-check/believe-it-to-beaver/,2014-03-16 00:00:00,Jerry Mathers killed|| Jerry Mathers Vietnam|| ,Claim,,,FALSE
99,,Charlie Chaplin Dug Up,The mortal remains of Charlie Chaplin were abducted and held for ransom,https://www.snopes.com/fact-check/rest-in-piece/,2013-08-29 00:00:00,Charlie Chaplin Dug Up|| Charlie Chaplin ransom,Claim,,,TRUE
100,,Mother and Child Reunion,Paul Simon took the title of his song ìMother and Child Reunionî from the name of a chicken-and-egg dish he spotted on a Chinese restaurantís menu,https://www.snopes.com/fact-check/mother-and-child-reunion/,2013-07-26 00:00:00,Paul Simon Chinese restaurant|| Paul Simon chicken-and-egg|| ,Claim,,,TRUE
101,,Sylvester Stallone Porn Film,One of Sylvester Stallone's first screen efforts was a starring role in a porn film,https://www.snopes.com/fact-check/the-italian-stallion/,1997-06-09 00:00:00,Sylvester Stallone Porn Film|| Rocky Party at Kitty porn film,Claim,,,TRUE
102,,Clint Eastwood is Stan Laurelís Son?,Actor-director Clint Eastwood is the son of comic Stan Laurel,https://www.snopes.com/fact-check/clint-eastwood/,2013-06-22 00:00:00,Clint Eastwood Stan Laurel|| Clint Eastwood Stan Laurel Son|| ,Claim,,,FALSE
103,,James Taylorís Fire and Rain,The lyrics of James Taylorís ìFire and Rainî chronicle his reaction to the death of his girlfriend in a plane crash,https://www.snopes.com/fact-check/fire-and-rain/,2013-06-10 00:00:00,James Taylor plane crash,Claim,,,FALSE
104,,Kathy Griffin Tells Jesus to ëSuck Ití,"During the 2007 Emmy Awards ceremony, actress Kathy Griffin told Jesus to ""suck it"" and said that her Emmy was now her God",https://www.snopes.com/fact-check/griffin-riffin/,2017-06-02 00:00:00,Kathy Griffin Tells Jesus|| Kathy Griffin Emmy Awards Suck It|| Kathy Griffin Emmy Awards Jesus,Claim,,,TRUE
105,,"Sherlock Holmes ëElementary, My Dear Watsoní","Sherlock Holmes said, ìElementary, my dear Watson",https://www.snopes.com/fact-check/elementary-my-dear-watson/,2013-01-09 00:00:00,Sherlock Holmes Elementary|| My Dear Watson,Claim,,,FALSE
106,,Mark and Shania Twain,Shania Twain is the great-granddaughter of Mark Twain,https://www.snopes.com/fact-check/twain-of-thought/,2012-12-04 00:00:00,Mark granddaughter Shania Twain|| Mark grandfather Shania Twain,Claim,,,FALSE
107,,Martha Raye in Vietnam,Actress Martha Raye entertained troops and tended to wounded soldiers in the field in Vietnam,https://www.snopes.com/fact-check/martha-raye/,2012-08-22 00:00:00,Martha Raye Vietnam,Claim,,,TRUE
108,,Audrey Hepburn Beauty Tips,Actress Audrey Hepburn authored a pithy list of beauty tips,https://www.snopes.com/fact-check/my-fair-lady-2/,2012-05-25 00:00:00,Audrey Hepburn Beauty Tips,Claim,,,FALSE
109,,Joshua Bell Plays in Subway,Violinist Joshua Bell played incognito in a Washington subway,https://www.snopes.com/fact-check/bell-curved/,2012-02-23 00:00:00,Joshua Bell Subway|| Joshua Bell play incognito,Claim,,,TRUE
110,,Blood KISS Comic Book,Blood from KISS band members was mixed with the red ink used to print the first KISS comic book,https://www.snopes.com/fact-check/blood-money/,2011-06-19 00:00:00,Blood KISS Comic Book|| Blood KISS mixed Book,Claim,,,TRUE
111,,Monkee Mike Nesmith and Liquid Paper,Monkee Mike Nesmithís mother was the inventor of Liquid Paper correction fluid,https://www.snopes.com/fact-check/liquid-paperback-writer/,2011-05-21 00:00:00,Monkee Mike Nesmith Liquid Paper|| Nesmith inventor Liquid Paper,Claim,,,TRUE
112,,Lady Gaga Is an Hermaphrodite?,Pop star Lady Gaga is an 'hermaphrodite,https://www.snopes.com/fact-check/bluffin-with-her-muffin/,2010-01-29 00:00:00,Lady Gaga Hermaphrodite,Claim,,,FALSE
113,,Black American Express Card,American Express issues a special black card that allows its holders to buy anything,https://www.snopes.com/fact-check/black-american-express-card/,2011-04-21 00:00:00,Black American Express Card|| special black card buy anything,Claim,,,TRUE
114,,Does a Ghost Boy Appear in ëThree Men and a Baby,The ghostly image of a boy who died in the home where†Three Men and a Baby†was filmed can be seen in the finished movie,https://www.snopes.com/fact-check/three-men-and-a-ghost/,1997-06-02 00:00:00,Ghost Boy Three Men and a Baby|| dead Boy Three Men and a Baby,Claim,,,FALSE
115,,Did Astronaut Mark Kelly Say the ëSpace Forceí Was a ëDumb Idea?í,"Astronaut Mark Kelly said President Trump's proposed ""Space Force"" military branch was a dumb idea.",https://www.snopes.com/fact-check/mark-kelly-space-force/,2018-08-13 00:00:00,Mark Kelly Space Force|| Space Force dumb idea Kelly|| Trump Kelly Space Force,Claim,,,Fact
116,,"President Trump may have greeted the 'Bikers for Trump' at one of his golf courses, but he didn't tweet a photograph of one of them bearing an 'SS' tattoo.","resident Trump shared an image of a ""Bikers for Trump"" member with Nazi tattoos, one of those who visited him at his golf club in Bedminister.",https://www.snopes.com/fact-check/bikers-for-trump-tattoos/,2018-08-13 00:00:00,nazy tattoo trump|| nazy tattoo donald|| Bikers for Trump ss,Claim,,,Fact
117,,Did Education Secretary Betsy DeVos Register Her Yacht in the Cayman Islands?,"Betsy DeVos owns a yacht called Seaquest, which she registered in the Cayman Islands to avoid U.S. taxes.",https://www.snopes.com/fact-check/betsy-devos-yacht-cayman/,2018-08-17 00:00:00,Betsy DeVos Yacht|| Yacht Cayman Betsy DeVos|| Education Secretary register yacht|| DeVos register yacht|| DeVos yacht cayman,Claim,,,Mostly False
118,,Did Ohioís 12th Congressional District Have 170 Fraudulent ëVotersí Over 116 Years Old?,Ohio's 12th Congressional District recorded 170 fraudulent votes cast in August 2018 by persons with birthdates earlier than 1902.,https://www.snopes.com/fact-check/ohio-voter-fraud/,2018-08-16 00:00:00,Ohio fraud vote 116|| 170 Voters 116|| 170 Voters 116 Ohio,Claim,,,Mostly False
119,,Did an Audience Member Scare Trump by Shouting ëAllahu Akbarí at a Rally?,"A video shows an audience member scaring Donald Trump at a rally by screaming ""Allahu Akbar.""",https://www.snopes.com/fact-check/allahu-akbar-rally/,2018-08-15 00:00:00,Trump scared Allahu Akbar|| Trump Allahu Akbar|| Trump scare Allahu Akbar|| audience member scare trump|| shout allahu scare Trump|| crowd Allahu akbar Trump|| Allahu akbar Trump panic,Claim,,,Miscaptioned
120,,Did 600 Murders Take Place in Chicago Last Weekend?,Some 600 murders took place in Chicago during the second weekend of August 2018.,https://www.snopes.com/fact-check/600-murders-in-chicago/,2018-08-15 00:00:00,600 murders Chicago|| ,Claim,,,FALSE
121,,"Did Fired FBI Agent Peter Strzok Tweet That President Trump is a ëDictator,í a ëRussian Asset,í and an ëUnhinged Madman?í","Former FBI agent Peter Strzok issued a tweet calling President Trump a ""dictator,"" a ""Russian asset,"" and an ""unhinged madman.",https://www.snopes.com/fact-check/peter-strzok-tweet-trump-dictator-unhinged-madman/,2018-08-14 00:00:00,Peter Strzok Trump dictator|| fbi agent Trump dictator|| Strzok trump russian asset|| Strzok trump madman|| Strzok trump negative,Claim,,,FALSE
122,,Did a Little Leaguer List a Porn Star as His Favorite Actor?,ESPN aired a graphic listing porn star Johnny Sins as a Little League baseball player's favorite actor.,https://www.snopes.com/fact-check/little-leaguer-porn-star/,2018-08-14 00:00:00,Johnny Sins favorite actor|| little leaguer porn star,Claim,,,FALSE
123,,Did ëVeggieTalesí Introduce a New Cannabis Character?,The animated children's program 'VeggieTales' introduced a cannabis character in August 2018.,https://www.snopes.com/fact-check/veggietales-cannabis-character/,2018-08-14 00:00:00,VeggieTales cannabis character|| VeggieTales cannabis,Claim,,,FALSE
124,,Was the Father of the Man Accused of Training School Shooters the Keynote Speaker at Obamaís Democratic National Convention?,"Imam Siraj Wahhaj, the father of a suspect accused of training children to be school shooters at a compound in New Mexico, was the keynote speaker at the 2012 Democratic National Convention.",https://www.snopes.com/fact-check/father-of-man-accused-training-school-shooters/,2018-08-11 00:00:00,Siraj Wahhaj keynote speaker|| Wahhaj keynote speaker 2012|| Wahhaj obama convention|| Imam obama convention,Claim,,,FALSE
125,,Were ëWinnie-the-Poohí Characters Created to Represent Different Mental Disorders?,A.A. Milne created the animal characters in 'Winnie-the-Pooh' to represent various mental disorders.,https://www.snopes.com/fact-check/winnie-the-pooh-mental-disorders/,2018-08-21 00:00:00,Pooh mental disorder|| Pooh mental illness|| pooh mental health|| Milne pooh mental,Claim,,,FALSE
126,,Does Chelsea Clinton Wear an Upside-Down ëSatanicí Cross?,Chelsea Clinton wears an upside-down (inverted) cross that is symbolic of Satan worship.,https://www.snopes.com/fact-check/chelsea-clinton-upside-down-satanic-cross/,2018-08-22 00:00:00,Chelsea Clinton satanic symbol|| Chelsea Clinton satan symbol|| Chelsea Clinton satanic cross|| Chelsea Clinton wear satan|| chelsea clinton wear Upside Down cross|| chelsea clinton Upside Down|| clinton wear upside,Claim,,,FALSE
127,,Is Colin Kaepernick on the Cover of Time Magazine as the 2018 ëPerson of the Year?í,An image shows a 'Time' cover featuring Colin Kaepernick as the magazine's 'Person of the Year' for 2018.,https://www.snopes.com/fact-check/colin-kaepernick-2018-person-of-the-year/,2018-08-24 00:00:00,Kaepernick Cover Time Magazine|| Kaepernick Cover time|| Kaepernick time magazine 2018|| Kaepernick time magazine front|| Kaepernick person year 2018,Claim,,,FALSE
128,,Is Sheriff Joe Arpaio Taking Over John McCainís Seat in the Senate?,Arizona's governor has appointed Sheriff Joe Arpaio to fill the late John McCain's U.S. Senate seat.,https://www.snopes.com/fact-check/joe-arpaio-taking-over-mccains-seat/,2018-08-28 00:00:00,Sheriff Arpaio McCain Senate|| Sheriff Arpaio replace McCain|| Sheriff Arpaio McCain seat|| Sheriff Arpaio McCain appoint|| Sheriff Arpaio McCain take|| Arpaio McCain senate seat|| Arpaio McCain replacement senate,Claim,,,FALSE
129,,Did a Scientific Study Prove That ìConspiracistsî Are ìThe Most Sane of All?î,A scientific study demonstrated that conspiracy theorists are generally more sane than other people.,https://www.snopes.com/fact-check/conspiracists-most-sane/,2018-08-28 00:00:00,study conspiracy theorists sane|| Conspiracist most sane|| conspiracy theorists more sane  ,Claim,,,FALSE
130,,"""John McCain was pardoned for treason""",John McCain was pardoned for treason,https://www.politifact.com/punditfact/statements/2018/aug/27/blog-posting/sen-mccain-did-not-commit-treason-vietnam/,2018-08-27 00:00:00,McCain pardon treason|| McCain pardoned traitor|| McCain pardoned viet cong,Claim,,,FALSE
131,,"""Black business ownership jumped 400% in one year.""",Black business ownership jumped 400% in one year,https://www.politifact.com/punditfact/statements/2018/aug/27/blog-posting/black-business-ownership-didnt-increase-400-percen/,2018-08-20 00:00:00,Black business jumped|| black business 400%|| Black ownership 400%,Claim,,,FALSE
132,,"Trump: ""I am sending troops to South Africa and they will not leave until the killing stop and the land issue resolved.""","Trump: ""I am sending troops to South Africa and they will not leave until the killing stop and the land issue resolved.""",https://www.politifact.com/punditfact/statements/2018/aug/24/blog-posting/no-donald-trump-not-sending-troops-south-africa/,2018-08-24 00:00:00,Trump troops South Africa|| Trump send troops Africa|| Trump intervention South Africa|| Trump MILITARY SOUTH Africa,Claim,,,FALSE
133,,"After McCainís Death, a False Claim Resurfaces",John McCain ó Did his plane fire missile and kill U.S. soldiers aboard ship?,https://www.factcheck.org/2018/08/after-mccains-death-a-false-claim-resurfaces/,2018-08-28 00:00:00,mccaine killed 134 sailors|| mccaine killed 134 men|| mccaine killed Forrestal|| mccaine accused Forrestal|| mccaine responsible Forrestal,Claim,,,FALSE
134,,Did Musician Sean Combs Fail to Buy a Twitter Handle from Comb-Seller ëSeanís Combsí?,Screenshots document musician Sean P. Diddy Combs' futile attempts to secure a Twitter handle from comb-seller 'Sean's Combs.',https://www.snopes.com/fact-check/sean-combs-twitter-handle/,2018-08-29 00:00:00,Diddy twitter handle|| Puff Daddy twitter handle|| P.Diddy twitter handle|| Sean Combs Twitter handle,Claim,,,FALSE
135,,Did President Trump Say ìEverybody Would Be Very Poorî If He Were Impeached?,President Trump said that ìeverybody would be very poorî if he were impeached.,https://www.snopes.com/fact-check/trump-impeach-market-crash/,2018-08-30 00:00:00,"Trump everybody poor impeached|| ""everybody would be very poor"" trump|| trump everybody poor impeached",Claim,,,TRUE
136,,"West Virginia GOP right about job openings, unemployed workers","For only the second time since 2000, there are more job openings than Americans who are unemployed",https://www.politifact.com/truth-o-meter/statements/2018/aug/31/west-virginia-republican-party/wva-gop-right-about-job-openings-unemployed-worker/,2018-08-31 00:00:00,more job Americans unemployed|| june 6.7 million job||  more job openings than Americans who are unemployed,Claim,,,TRUE
137,,Was John McCain's Body Carried to Washington on Air Force Two?,"Senator John McCain's remains were carried to Washington, D.C., on a Boeing C-32A airplane commonly used as ""Air Force Two.""",https://www.snopes.com/fact-check/mccain-carried-air-force-two/,2018-09-03 00:00:00,McCain Air Force Two|| McCain AirForce 2|| McCain AirForce Two|| McCain Air Force 2,Claim,,,TRUE
138,,Trump claims Google 'rigged' searches against him but company denies it,Trump claims Google 'rigged' searches against him but company denies it,https://abcnews.go.com/Politics/trump-attacks-google-claims-prioritizes-fake-news-searches/story?id=57444232,2018-08-28 00:00:00,trump google fake news|| rigged against trump google|| Trump News left google|| Trump News bad google,Claim,,,Unproven
139,,Did the EPA Just Approve Use of Asbestos in the U.S.?,Did the Environmental Protection Agency change its rules to allow companies to use asbestos in manufacturing?,https://www.factcheck.org/2018/09/did-the-epa-just-approve-use-of-asbestos-in-the-u-s/,2018-09-05 00:00:00,EPA Asbestos|| Environmental Protection Agency allow companies asbestos|| EPA allow companies asbaestos,Claim,,,FALSE
140,,Ted Cruz falsely says Beto O'Rourke said he was 'grateful' for U.S. flag burners,Ted Cruz falsely says Beto O'Rourke said he was 'grateful' for U.S. flag burners,https://www.politifact.com/texas/statements/2018/sep/05/ted-cruz/ted-cruz-falsely-says-beto-grateful-flag-burners/,2018-09-05 00:00:00,O'Rourke grateful flag|| BETO grateful flag,Claim,,,FALSE
141,,Did Michael Jordan Resign from the Board at Nike and Take ëAir Jordansí with Him?,Michael Jordan resigned from the board at Nike and took his Air Jordan line of apparel with him.,https://www.snopes.com/fact-check/jordan-nike-board/,2018-09-05 00:00:00,Jordan Resign nike|| Jordan left nike|| Jordan walked away NIKE|| jordan left nike,Claim,,,FALSE
142,,Did Democrats Demand That Brett Kavanaugh Submit to a DNA Test to Prove Heís Not Actually Hitler?,"During confirmation hearings for Supreme Court nominee Brett Kavanaugh, congressional Democrats demanded that the nominee undergo DNA testing to prove he is not Adolf Hitler.",https://www.snopes.com/fact-check/democrats-demand-kavanaugh-dna-test/,2018-09-05 00:00:00,Kavanaugh dna hitler|| Kavanaugh dna democrats|| Brett Kavanaugh hitler|| Brett Kavanaugh adolf,Claim,,,FALSE
143,,Did a New Book Reveal President Trumpís Fear of Oval Office Ghosts?,An excerpt from Bob Woodward's book 'Fear' states that President Trump believes that the ghosts of past presidents are haunting the Oval Office.,https://www.snopes.com/fact-check/trump-oval-office-ghosts/,2018-09-05 00:00:00,Woodward trump ghosts oval|| trump ghosts fear|| Trump scared ghosts Woodward,Claim,,,FALSE
144,,Did the University of Alabama Cut Ties with Nike Over the Colin Kaepernick Endorsement Deal?,"In September 2018, the University of Alabama football program ended its uniform contract with Nike, in response to Nike's endorsement deal with Colin Kaepernick.",https://www.snopes.com/fact-check/nike-alabama/,2018-09-05 00:00:00,University Alabama Nike|| University of Alabama nike Kaepernick,Claim,,,FALSE
145,,"Ken Paxton draws on debunked figures, says 'illegals' committed 600,00 crimes in Texas since 2011","Says Texas has ""had over 600,00 crimes committed by illegals since 2011. Over 1,200 homicides.""",https://www.politifact.com/texas/statements/2018/sep/07/ken-paxton/ken-paxton-draws-debunked-figures-says-illegals-co/,2018-09-07 00:00:00,"illegals 600,000 crimes Texas|| illegals 600,000 Texas 2011|| illegal 600,000 Texas 2011|| illegal 600,000 crimes Texas",Claim,,,FALSE
146,,Donald Trump wrongly says Social Security and Medicare are stronger,"""Weíre making (Medicare) stronger. Weíre making Social Security stronger.""",https://www.politifact.com/truth-o-meter/statements/2018/sep/06/donald-trump/donald-trump-wrongly-says-social-security-and-medi/,2018-09-06 00:00:00,Social Security stronger trump|| medicare stronger trump,Claim,,,FALSE
147,,Did a Man Accidentally Burn His Home Down After Lighting Nike Shoes on Fire?,A man accidentally burned down his home while attempting to set his Nike shoes on fire in protest over the company's ties with Colin Kaepernick.,https://www.snopes.com/fact-check/house-fire-nike-shoes-burn/,2018-09-07 00:00:00,burned home nike|| burned house nike,Claim,,,FALSE
148,,Did a Man High on Bath Salts Cut Off His Genitals and Microwave Them?,A man high on bath salts cut off his genitals and microwaved them.,https://www.snopes.com/fact-check/bath-salts-genitals-microwave/,2018-09-07 00:00:00,high cut genitals microwaved|| high cut dick microwaved,Claim,,,FALSE
149,,Was Sasha Obama Expelled from School After Going on an Anti-White Rant?,Sasha Obama was expelled from school after she went on a racist anti-white rant.,https://www.snopes.com/fact-check/sasha-obama-school-rant/,2018-09-06 00:00:00,Sasha Obama expelled white|| Sasha Obama expelled rant|| Sasha Obama expelled racist,Claim,,,FALSE
150,,Did Nike Urge Disgruntled Consumers to Donate Their Unwanted Shoes to Veterans?,Nike released a statement urging disgruntled consumers to donate clothing to veterans rather than burning it.,https://www.snopes.com/fact-check/nike-donate-clothing-veterans/,2018-09-08 00:00:00,Nike donate veterans,Claim,,,FALSE
151,,Girl in Trump Rally Video Not Related to Pelosi,Was Nancy Pelosiís granddaughter seen wiping her nose with the American flag?,https://www.factcheck.org/2018/09/girl-in-trump-rally-video-not-related-to-pelosi/,2018-09-11 00:00:00,Pelosi granddaughter trump rally|| Pelosi granddaughter nose flag,Claim,,,FALSE
152,,"""Miami Dolphins fire 2 kneeling players before pre-season kickoff.""",Miami Dolphins fire 2 kneeling players before pre-season kickoff.,https://www.politifact.com/facebook-fact-checks/statements/2018/sep/10/blog-posting/miami-dolphins-hasnt-fired-national-anthem-kneeler/,2018-09-10 00:00:00,Miami Dolphins fire players|| MiamiDolphins fire players|| MiamiDolphins fire kneelers|| Miami Dolphins fire kneelers,Claim,,,FALSE
153,,"Says at his confirmation hearing Brett Kavanaugh said birth control methods could be considered ""abortion-inducing drugs.""",Did Brett Kavanaugh call birth control abortion-inducing drugs? No,https://www.politifact.com/truth-o-meter/statements/2018/sep/10/kamala-harris/brett-kavanaugh-birth-control-abortion-inducing/,2018-09-10 00:00:00,Kavanaugh birth control drugs|| Kavanaugh abortion-inducing drugs,Claim,,,FALSE
154,,Did Growers in Colorado Crossbreed Marijuana with a Venus Flytrap?,A video shows a new species of plant created by crossbreeding marijuana with a Venus flytrap.,https://www.snopes.com/fact-check/marijuana-flytrap-crossbreed/,2018-09-09 00:00:00,marijuana Venus flytrap,Claim,,,FALSE
155,,Is The Great Pyramid of Gizaís Location Related to the Speed of Light?,The Great Pyramid of Gizaís location is linked to the speed of light.,https://www.snopes.com/fact-check/pyramid-location-speed-light/,2018-09-09 00:00:00,Pyramid Giza speed light,Claim,,,FALSE
156,,Danny Trejo Death Hoax,Actor Danny Trejo has passed away at age 74.,https://www.snopes.com/fact-check/danny-trejo-passing/,2018-09-10 00:00:00,Danny Trejo dead|| Danny Trejo died|| Danny Trejo passed away|| Danny Trejo rip|| Danny Trejo dies,Claim,,,FALSE
157,,Did Madonna Say She Would Vote for President Trump in 2020?,"In an interview with Fox News in September 2018, Madonna said she regretted not voting for Donald Trump in 2016 and would support him in 2020.",https://www.snopes.com/fact-check/madonna-trump-2020/,2018-09-10 00:00:00,madonna vote trump 2020,Claim,,,FALSE
158,,Did Nike Fire Colin Kaepernick After an Arrest?,"Nike, Inc. canceled their endorsement contract with former NFL player Colin Kaepernick after he was arrested for trespassing on a football field.",https://www.snopes.com/fact-check/nike-fire-colin-kaepernick-after-arrest/,2018-09-10 00:00:00,Nike Kaepernick fire arrest|| nike Kaepernick arrested|| nike Kaepernick nike deal lost,Claim,,,FALSE
159,,Did Ford Make Colin Kaepernick the Face of Their New Ad Campaign?,"Ford USA announced in September 2018 that Colin Kaepernick would star in their new ""Built Ford Tough"" advertisements.",https://www.snopes.com/fact-check/ford-kaepernick-ad-campaign/,2018-09-10 00:00:00,Kaepernick Ford Ad Campaign|| Kaepernick Ford advertisement|| Kaepernick Ford advertising,Claim,,,FALSE
160,,Does This Photograph Show Barron Trump Wearing Nike Shoes?,President Donald Trump's son Barron was once photographed wearing Nike brand shoes,https://www.snopes.com/fact-check/barron-trump-nike/,2018-09-11 00:00:00,Barron Trump Nike|| son president wear Nike|| trump son wear nike,Claim,,,TRUE
161,,Were Immigrant Teenagers Strapped to Chairs with Bags Over Their Heads?,Detained immigrant children were strapped to chairs with bags over their heads.,https://www.snopes.com/fact-check/immigrant-teenagers-strapped-to-chairs-with-bags-over-their-heads/,2018-09-10 00:00:00,Immigrant Teenagers Strapped Chairs|| Immigrant children Strapped Chairs|| Immigrant children strapped virginia|| Immigrant Teenagers Strapped virginia||,Claim,,,TRUE
162,,Has Warrick Dunn Built More Than 145 Homes for Single Parents?,"Warrick Dunn started a charitable program to house single-parent families in honor of his mother, a police officer who was killed when he was a teenager.",https://www.snopes.com/fact-check/warrick-dunn-build-homes/,2018-09-11 00:00:00,Warrick Dunn 145 homes|| Warrick Dunn 145 houses||,Claim,,,TRUE
163,,Will Drinking a Young Personís Blood Provide Anti-Aging Health Benefits?,A scientific study has concluded that ìdrinking young peopleís bloodî provides health and longevity benefits.,https://www.snopes.com/fact-check/drink-young-blood-health/,2018-09-11 00:00:00,Drinking Young Blood health|| Drinking Young Blood longevity|| Drink Young Blood health,Claim,,,FALSE
164,,"Madonna ëLividí Over Lady Gagaís ëA Star Is Borní Getting Oscar Buzz, Despite Report","Madonna ëLividí Over Lady Gagaís ëA Star Is Borní Getting Oscar Buzz, Despite Report",https://www.gossipcop.com/madonna-lady-gaga-star-is-born-oscar-buzz/,2018-09-11 00:00:00,Madonna Gaga oscar,Claim,,,FALSE
165,,Did Donald Trump Proclaim That ëDogs Are Disgustingí?,"Donald Trump once said ""I never understood why people like dogs. Dogs are disgusting.""",https://www.snopes.com/fact-check/donald-trump-dogs-disgusting/,2018-09-12 00:00:00,trump proclaim dogs disgusting|| trump dogs disgusting,Claim,,,FALSE
166,,"Did Colin Kaepernick Donate $25,00 to a Group Honoring Assata Shakur?","Colin Kaepernick made a $25,00 donation to an activist group named after Assata Shakur, who was convicted in the murder of a police officer.",https://www.snopes.com/fact-check/colin-kaepernick-assata-shakur/,2018-09-12 00:00:00,"Kaepernick $25,000 Assata Shakur|| Kaepernick $25,000 Black Liberation|| Kaepernick $25k Assata Shakur|| Kaepernick $25k Black Liberation|| Kaepernick $25k murderer|| Kaepernick $25,000 murderer|| Kaepernick $25,000 Assanta Daughters|| Kaepernick $25k Assanta Daughters|| Kaepernick $25k killer|| Kaepernick $25,000 killer",Claim,,,TRUE
167,,Does Nike Own Chevrolet?,The Nike sports apparel company owns the Chevrolet automobile brand.,https://www.snopes.com/fact-check/does-nike-own-chevrolet/,2018-09-12 00:00:00,nike owns Chevrolet|| nike own chevrolet,Claim,,,FALSE
168,,Kaepernick Arrest Story is False,Was Colin Kaepernick arrested during an NFL game on Sept. 9?,https://www.factcheck.org/2018/09/kaepernick-arrest-story-is-false/,2018-09-14 00:00:00,"""Kaepernick arrested""|| ""Kaepernick arrest""",Claim,,,FALSE
169,,ëMuslim Spyí Falsehood Circulates Again,Did President Trump find a ìMuslim spyî in the White House?,https://www.factcheck.org/2018/09/muslim-spy-falsehood-circulates-again/,2018-09-14 00:00:00,Muslim spy White House|| Muslim spy White House trump,Claim,,,FALSE
170,,Apple offbeat in claim about ëfirstí EKG consumer product,"The new Apple Watch Series 4 includes ""the first ECG product offered over-the-counter directly to consumers.",https://www.politifact.com/california/statements/2018/sep/14/jeff-williams/apple-beat-claim-about-first-ekg-consumer-product/,2018-09-14 00:00:00,Apple watch first ECG|| apple 4 first ECG|| Apple watch first EKG|| apple 4 first EKG|| Apple watch first ELECTROCARDIOGRAM,Claim,,,FALSE
171,,"No, congressional candidate Scott Wallace does not want to tax families for 'breeding'",Scott Wallace wants to tax families of five for 'irresponsible breeding',https://www.politifact.com/pennsylvania/statements/2018/sep/14/national-republican-congressional-committee/no-congressional-candidate-scott-wallace-does-not-/,2018-09-12 00:00:00,Wallace tax families breeding|| Scott Wallace tax families|| Wallace tax families|| Wallace irresponsible breeding,Claim,,,FALSE
