claim,rating,url,title,sub-category,main-category,date
A photograph shows Stephen Hawking at a Vietnam War protest in 1968.,Miscaptioned,https://www.snopes.com/fact-check/stephen-hawking-vietnam-war-protest/,Stephen Hawking at a Vietnam War Protest?,Fauxtography,Fact Check,14 March 2018
"""Multiple trucks full of illegals"" were spotted at ""six polling locations across Pennsylvania"" during a special House election.",False,https://www.snopes.com/fact-check/trucked-voters-in-pa/,Did ‘Trucks Full of Illegals’ Cast Fake Votes in Pennsylvania Race?,Junk News,Fact Check,14 March 2018
A high school principal in Minnesota singled out a pro-gun rights student during a pro-gun control protest and escorted him off campus.,Mixture,https://www.snopes.com/fact-check/minnesota-school-walkout-gun/,Did a High School Principal Target a Pro-Gun Rights Student During a Protest for Gun Control?,Viral Phenomena,Fact Check,15 March 2018
Bones found on the remote Pacific Island of Nikumaroro belong to famed aviator Amelia Earhart.,Unproven,https://www.snopes.com/fact-check/amelia-earharts-remains-located/,Have Amelia Earhart’s Remains Been Located?,History,Fact Check,15 March 2018
,,https://www.snopes.com/ap/2018/02/01/girl-arrested-l-middle-school-shooting-believed-12/,Girl Arrested in L.A. Middle School Shooting Believed to Be 12,Crime,Associated Press,1 February 2018
"In 1862, Abraham Lincoln ordered the execution by hanging of 38 Dakota Sioux fighters.",Mixture,https://www.snopes.com/fact-check/lincoln-dakota/,Did Abraham Lincoln Order the Execution of 38 Dakota Fighters?,History,Fact Check,14 March 2018
,,https://www.snopes.com/ap/2018/02/01/girl-slender-man-stabbing-gets-maximum-mental-commitment/,Girl in Slender Man Stabbing Gets Maximum Mental Commitment,Crime,Associated Press,1 February 2018
,,https://www.snopes.com/ap/2018/02/01/california-prosecutors-dropping-reducing-pot-convictions/,"California Prosecutors Dropping, Reducing Pot Convictions",Crime,Associated Press,1 February 2018
,,https://www.snopes.com/ap/2018/02/01/black-lives-matter-flag-begins-flying-vermont-school/,Black Lives Matter Flag Begins Flying Over Vermont School,U.S. Politics,Associated Press,1 February 2018
,,https://www.snopes.com/ap/2018/02/01/trump-falsely-claims-watched-state-union-address/,Trump Falsely Claims Most-Watched State of the Union Address,U.S. Politics,Associated Press,1 February 2018
,,https://www.snopes.com/ap/2018/02/01/robert-wagner-person-interest-natalie-wood-death/,Robert Wagner a ‘Person of Interest’ in Natalie Wood Death,Crime,Associated Press,1 February 2018
,,https://www.snopes.com/ap/2018/02/01/facebook-denies-censorship-closing-paris-users-page/,Facebook Denies Censorship in Closing of Paris User’s Page,Controversy,Associated Press,1 February 2018
,,https://www.snopes.com/ap/2018/02/01/cuba-state-media-fidel-castros-son-killed/,Cuba State Media: Fidel Castro’s Son Has Killed Himself,World News,Associated Press,1 February 2018
,,https://www.snopes.com/ap/2018/02/02/new-witnesses-emerge-actress-natalie-woods-1981-drowning/,New Witnesses Emerge in Actress Natalie Wood’s 1981 Drowning,Entertainment,Associated Press,2 February 2018
,,https://www.snopes.com/ap/2018/02/02/punxsutawney-phil-sees-6-weeks-winter/,Handlers: Punxsutawney Phil Sees 6 More Weeks of Winter,Odd News,Associated Press,2 February 2018
Former Roanoke City Department of Social Services worker Storm Durham was fired from her job because she possessed a concealed carry permit.,False,https://www.snopes.com/fact-check/was-a-dss-worker-fired-in-roanoke-city-over-a-gun-permit/,Was a Roanoke City Department of Social Services Worker Fired Over a Gun Permit?,Politics,Fact Check,12 March 2018
Harley-Davidson announced in March 2018 that they were closing a Wisconsin plant and moving all manufacturing to Thailand in response to President Donald Trump's just-announced steel tariffs.,Mostly False,https://www.snopes.com/fact-check/harley-davidson-steel-tariffs/,Did Harley-Davidson Close a Wisconsin Factory to Move Production to Thailand Due to New Steel Tariffs?,Business,Fact Check,12 March 2018
,,https://www.snopes.com/ap/2018/01/31/melania-wear-white-see-hidden-meanings/,Why Did Melania Wear White? Some See Hidden Meanings,Odd News,Associated Press,31 January 2018
,,https://www.snopes.com/ap/2018/01/31/no-wasnt-drool-lips-rep-joe-kennedy-says/,"No, That Wasn’t Drool on His Lips, Rep. Joe Kennedy Says",Odd News,Associated Press,31 January 2018
"In February 2018, the owners of a café in Oakland, California said they would not be serving police officers and would be asking them to leave.",True,https://www.snopes.com/fact-check/oakland-coffee-police-officers/,Did an Oakland Café Refuse to Serve Police Officers?,Viral Phenomena,Fact Check,12 March 2018
,,https://www.snopes.com/ap/2018/01/31/actor-scott-baio-adamantly-denies-abusing-underage-co-star/,Actor Scott Baio Adamantly Denies Abusing Underage Co-Star,Controversy,Associated Press,31 January 2018
,,https://www.snopes.com/ap/2018/01/31/owner-receives-letter-granting-dog-unemployment-benefits/,Owner Receives Letter Granting Dog Unemployment Benefits,Odd News,Associated Press,31 January 2018
,,https://www.snopes.com/ap/2018/01/31/amid-publicity-tour-porn-star-denies-affair-trump/,"Amid Publicity Tour, Porn Star Denies Affair with Trump",U.S. Politics,Associated Press,31 January 2018
,,https://www.snopes.com/ap/2018/02/01/gop-lawmakers-put-medical-skills-work-train-crash/,GOP Lawmakers Put Medical Skills to Work After Train Crash,U.S. Politics,Associated Press,1 February 2018
,,https://www.snopes.com/ap/2018/02/01/fbi-public-fight-trump-releasing-russia-memo/,FBI in Public Fight with Trump over Releasing Russia Memo,U.S. Politics,Associated Press,1 February 2018
,,https://www.snopes.com/ap/2018/01/31/clinton-regrets-not-firing-adviser-accused-harassment/,Clinton Regrets Not Firing Adviser Accused of Harassment,Controversy,Associated Press,31 January 2018
,,https://www.snopes.com/ap/2018/02/01/georgia-senate-blasts-nfl-denial-please-stand-ad/,Georgia Senate Blasts NFL Denial of ‘Please Stand’ Ad,U.S. Politics,Associated Press,1 February 2018
,,https://www.snopes.com/ap/2018/02/01/logan-paul-dealing-fallout-controversial-blog-post/,Logan Paul Dealing with Fallout from Controversial Blog Post,Controversy,Associated Press,1 February 2018
,,https://www.snopes.com/ap/2018/02/01/arctic-sea-ice-thins-polar-bears/,"Arctic Sea Ice Thins, So Do Polar Bears",Science,Associated Press,1 February 2018
,,https://www.snopes.com/ap/2018/02/01/naked-bank-robber-found-not-guilty-reason-insanity/,Naked Bank Robber Found Not Guilty by Reason of Insanity,Crime,Associated Press,1 February 2018
"President Obama is being sued for ""inciting violence"" against police.",Outdated,https://www.snopes.com/fact-check/barack-obama-named-lawsuit-inciting-violence-police/,Was Barack Obama Named in a Lawsuit for ‘Inciting Violence’ Against Police?,Politics,Fact Check,12 March 2018
"A captured Islamic State leader's cell phone contained the phone numbers of world leaders, including former President Barack Obama.",False,https://www.snopes.com/fact-check/did-captured-islamic-state-obama/,Did a Captured Islamic State Leader Have Barack Obama On Speed Dial?,Junk News,Fact Check,13 March 2018
"Michele Bachmann said during an appearance on ""Fox & Friends"" that Jesus created assault rifles.",False,https://www.snopes.com/fact-check/did-bachmann-say-jesus-created-rifles/,Did Michele Bachmann Say That ‘Jesus Created Assault Rifles’?,Junk News,Fact Check,8 March 2018
,,https://www.snopes.com/ap/2018/01/29/fbi-deputy-director-leaving-post-ahead-planned-retirement/,FBI Deputy Director Leaving Post Ahead of Planned Retirement,U.S. Politics,Associated Press,29 January 2018
,,https://www.snopes.com/ap/2018/01/29/super-bowl-ads-aim-heart-sometimes-lower/,Super Bowl Ads Aim for the Heart – And Sometimes Lower,Entertainment,Associated Press,29 January 2018
,,https://www.snopes.com/ap/2018/01/29/child-experts-just-say-no-facebooks-kids-app/,Child Experts: Just Say ‘No’ to Facebook’s Kids App,Technology,Associated Press,29 January 2018
,,https://www.snopes.com/ap/2018/01/29/keurig-buys-dr-pepper-snapple-creating-beverage-giant/,"Keurig Buys Dr Pepper Snapple, Creating a Beverage Giant",Business,Associated Press,29 January 2018
,,https://www.snopes.com/ap/2018/01/30/us-releases-putin-list-russian-politicians-oligarchs/,"US Releases ‘Putin List’ of Russian Politicians, Oligarchs",U.S. Politics,Associated Press,30 January 2018
,,https://www.snopes.com/ap/2018/01/30/trump-herald-economic-progress-state-union/,Trump to Herald Economic Progress in State of the Union,U.S. Politics,Associated Press,30 January 2018
,,https://www.snopes.com/ap/2018/01/30/tom-hanks-play-mister-rogers/,Tom Hanks to Play Mister Rogers,Uncategorized,Associated Press,30 January 2018
,,https://www.snopes.com/ap/2018/01/30/former-new-jersey-gov-chris-christie-hired-abc-news/,Former New Jersey Gov. Chris Christie Hired by ABC News,U.S. Politics,Associated Press,30 January 2018
,,https://www.snopes.com/ap/2018/01/30/former-glee-actor-mark-salling-dead-35/,Actor Mark Salling Dies Weeks After Child Porn Guilty Plea,Entertainment,Associated Press,30 January 2018
,,https://www.snopes.com/ap/2018/01/30/daughter-writes-humorous-obituary-father-indiana/,Daughter Writes Humorous Obituary for Father in Indiana,Odd News,Associated Press,30 January 2018
,,https://www.snopes.com/ap/2018/01/30/vietnam-wars-tet-offensive/,50 Years Ago: The Vietnam War’s Tet Offensive,Military,Associated Press,30 January 2018
,,https://www.snopes.com/ap/2018/01/30/person-interest-redacted-vegas-shooting-records/,‘Person of Interest’ Redacted from Vegas Shooting Records,Crime,Associated Press,30 January 2018
"Amazon's Alexa randomly plays a ""creepy laugh.""",Mixture,https://www.snopes.com/fact-check/is-amazons-alexa-emitting-unprompted-creepy-laughing/,Is Amazon’s Alexa Creepily Laughing for No Apparent Reason?,Business,Fact Check,8 March 2018
London closed 500 churches and opened 423 new mosques.,False,https://www.snopes.com/fact-check/london-closes-500-churches-opens-423-new-mosques/,Did London Close 500 Churches and Open 423 New Mosques?,Religion,Fact Check,8 March 2018
The governor of Rhode Island signed an executive order allowing the federal government to confiscate people's firearms.,Mostly False,https://www.snopes.com/fact-check/rhode-island-governor-seize-guns/,Did Rhode Island’s Governor Sign an Executive Order to Seize Guns?,Guns,Fact Check,
"ABC fired Joy Behar from her job co-hosting ""The View"" after she made comments about Vice President Mike Pence's religious beliefs.",False,https://www.snopes.com/fact-check/did-abc-fire-joy-behar-from-the-view/,Did ABC Fire Joy Behar from ‘The View’?,Junk News,Fact Check,5 March 2018
Melania Trump plagiarized her statement on Women's History Month from Michelle Obama.,False,https://www.snopes.com/fact-check/melania-trump-plagiarise-michelle-obamas-statement-womens-history-month/,Did Melania Trump Plagiarize Michelle Obama’s Statement on Women’s History Month?,Questionable Quotes,Fact Check,
,,https://www.snopes.com/ap/2018/01/26/police-say-canadian-billionaire-wife-apparently-murdered/,"Police Say Canadian Billionaire, Wife Apparently Murdered",Crime,Associated Press,26 January 2018
,,https://www.snopes.com/ap/2018/01/26/usa-gymnastics-says-will-comply-us-olympic-committee-order-calls-board-resign-nassar-scandal/,USA Gymnastics Says it Will Comply with US Olympic Committee Order That Calls for Board to Resign After Nassar Scandal,Controversy,Associated Press,26 January 2018
,,https://www.snopes.com/ap/2018/01/26/dr-accused-dealing-drugs-arranging-murder-dies-jail/,"Dr. Accused of Dealing Drugs, Arranging Murder Dies in Jail",Crime,Associated Press,26 January 2018
,,https://www.snopes.com/ap/2018/01/26/kentucky-governor-says-shootings-cultural-problem/,Kentucky Governor Says Shootings Are a “Cultural Problem”,Controversy,Associated Press,26 January 2018
,,https://www.snopes.com/ap/2018/01/26/matters-report-trump-tried-fire-mueller/,Why It Matters: The Report That Trump Tried to Fire Mueller,U.S. Politics,Associated Press,26 January 2018
,,https://www.snopes.com/ap/2018/01/26/cosby-lawyers-prosecutors-withheld-destroyed-key-evidence/,"Cosby Lawyers: Prosecutors Withheld, Destroyed Key Evidence",Controversy,Associated Press,26 January 2018
,,https://www.snopes.com/ap/2018/01/26/first-ladys-rep-blasts-false-reports-melania-trump/,First Lady’s Rep Blasts ‘False’ Reports About Melania Trump,U.S. Politics,Associated Press,26 January 2018
,,https://www.snopes.com/ap/2018/01/27/sean-hannitys-twitter-disappears-conspiracy-theories-ensue/,Sean Hannity’s Twitter Disappears; Conspiracy Theories Ensue,Entertainment,Associated Press,27 January 2018
,,https://www.snopes.com/ap/2018/01/29/11-afghan-troops-die-attack-kabul-military-academy/,11 Afghan Troops Die in IS Attack on Kabul Military Academy,Terrorism,Associated Press,29 January 2018
,,https://www.snopes.com/ap/2018/01/29/victims-families-jealousy-drove-car-wash-shooting-suspect/,Victims’ Families: Jealousy Drove Car Wash Shooting Suspect,Crime,Associated Press,29 January 2018
,,https://www.snopes.com/ap/2018/01/29/panera-bread-voluntarily-recalls-cream-cheese/,Panera Bread Voluntarily Recalls Some Cream Cheese,Business,Associated Press,29 January 2018
,,https://www.snopes.com/ap/2018/01/29/indians-removing-chief-wahoo-logo-game-uniforms-2019/,Indians Removing Chief Wahoo Logo from Game Uniforms in 2019,Controversy,Associated Press,29 January 2018
"The vice president of Pfizer said human papillomavirus vaccine Gardasil is ""deadly.""",False,https://www.snopes.com/fact-check/did-pfizers-vp-blow-whistle-gardasil/,Did Pfizer’s Vice President ‘Blow the Whistle’ on Gardasil?,Viral Phenomena,Fact Check,1 March 2018
A photograph shows a jumping baby elephant.,False,https://www.snopes.com/fact-check/is-this-jumping-baby-elephant/,Is This a Jumping Baby Elephant?,Fauxtography,Fact Check,
"Former California state senator Leland Yee, a gun control advocate, was arrested for gun trafficking.",True,https://www.snopes.com/fact-check/was-yee-arrested-for-gun-trafficking/,Was Ex-California State Senator and Gun Control Advocate Leland Yee Arrested for Gun Trafficking?,Politics,Fact Check,5 March 2018
Target issued a recall for a line of Easter egg toys.,Outdated,https://www.snopes.com/fact-check/did-target-issue-an-easter-egg-recall/,Did Target Issue an Easter Egg Recall?,Food,Fact Check,
A transgender boy won a state title in girls' high school wrestling.,True,https://www.snopes.com/fact-check/transgender-teen-wrestling-title/,Did a Transgender Teen Boy Win a Girls’ State Wrestling Title?,Uncategorized,Fact Check,
"Hollywood film producer and alleged sexual predator Harvey Weinstein shot and killed himself in a Scottsdale, Arizona, hotel room.",False,https://www.snopes.com/fact-check/harvey-weinstein-suicide/,Did Harvey Weinstein Commit Suicide in Arizona?,Junk News,Fact Check,1 March 2018
,,https://www.snopes.com/ap/2018/01/25/oprah-dont-dna-presidential-bid/,Oprah: ‘I Don’t Have the DNA’ for a Presidential Bid,Entertainment,Associated Press,25 January 2018
Delta Air Lines gives members of Planned Parenthood discounted rates on air travel.,False,https://www.snopes.com/fact-check/does-delta-airlines-give-planned-parenthood-members-discounted-rates/,Does Delta Airlines Give Planned Parenthood Members Discounted Rates?,Politics,Fact Check,1 March 2018
"HUD Secretary Ben Carson bought a $31,000 dining set and billed taxpayers for it.",True,https://www.snopes.com/fact-check/did-ben-carson-purchase-a-31000-dining-set-and-charge-it-to-hud/,"Did Ben Carson Purchase a $31,000 Dining Set and Charge It to HUD?",Politics,Fact Check,1 March 2018
,,https://www.snopes.com/ap/2018/01/25/nasa-honors-7-killed-space-shuttle-columbia-15-years-ago/,NASA Honors 7 Killed on Space Shuttle Columbia 15 Years Ago,Tragedies,Associated Press,25 January 2018
,,https://www.snopes.com/ap/2018/01/25/swiss-mummy-identified-ancestor-boris-johnson/,Swiss Mummy Identified as Ancestor of Boris Johnson,Odd News,Associated Press,25 January 2018
,,https://www.snopes.com/ap/2018/01/25/report-trump-wanted-mueller-fired-backed-off/,"Report: Trump Wanted Mueller Fired, Backed Off",U.S. Politics,Associated Press,25 January 2018
,,https://www.snopes.com/ap/2018/01/25/ny-museum-offered-used-solid-gold-toilet-trumps/,"NY Museum Offered Used, Solid Gold Toilet to Trumps",U.S. Politics,Associated Press,25 January 2018
,,https://www.snopes.com/ap/2018/01/26/trump-calls-report-ordered-muellers-firing-fake-news/,Trump Calls Report He Ordered Mueller’s Firing ‘Fake News’,U.S. Politics,Associated Press,26 January 2018
,,https://www.snopes.com/ap/2018/01/26/couple-weds-courthouse-bathroom-mom-falls-ill/,Couple Weds in Courthouse Bathroom After Mom Falls Ill,Odd News,Associated Press,26 January 2018
,,https://www.snopes.com/ap/2018/01/26/trump-turns-immigration-allies-bash-amnesty-don/,"Trump Turns Again on Immigration, Allies Bash ‘Amnesty Don’",U.S. Politics,Associated Press,26 January 2018
,,https://www.snopes.com/ap/2018/01/26/2-former-lawyers-rap-mogul-suge-knight-arrested/,2 Former Lawyers of Rap Mogul ‘Suge’ Knight Arrested,Entertainment,Associated Press,26 January 2018
,,https://www.snopes.com/ap/2018/01/26/wynn-shaken-sexual-misconduct-allegations-founder/,Wynn Shaken by Sexual Misconduct Allegations Against Founder,Controversy,Associated Press,26 January 2018
,,https://www.snopes.com/ap/2018/01/26/daughter-epa-official-wore-disguise-spy-driving-test/,Daughter: EPA Official Wore Disguise to Spy on Driving Test,Odd News,Associated Press,26 January 2018
Gov. Jerry Brown of California signed a bill that bans teachers from carrying firearms and shooting back at school shooters.,Mixture,https://www.snopes.com/fact-check/jerry-brown-signs-law-banning-teachers/,Did California’s Governor Ban Teachers from Shooting Back at School Shooters?,Guns,Fact Check,27 February 2018
"NRA spokesperson Dana Loesch tweeted ""I bet [CNN reporter] Rick Sanchez was fired by a Jew.""",Correct Attribution,https://www.snopes.com/fact-check/rich-sanchez-tweet-rick-sanchez-fired-jew/,Did the NRA’s Dana Loesch Tweet That CNN’s Rick Sanchez Was ‘Fired by a Jew?’,Politics,Fact Check,27 February 2018
"""Hit the Nigger Baby"" was once a popular attraction at fairgrounds in the United States.",True,https://www.snopes.com/fact-check/racist-carnival-game/,Was a Violently Racist Carnival Game Once Popular in America?,History,Fact Check,26 February 2018
Senator Marco Rubio said both that felons should not be allowed to vote and that they should be allowed to own guns.,False,https://www.snopes.com/fact-check/marco-rubio-said-felons-get-guns-back-not-voting-rights/,"Does Marco Rubio Want to Give Felons Right to Own Guns, But Not to Vote?",Junk News,Fact Check,27 February 2018
,,https://www.snopes.com/ap/2018/01/24/students-ran-lives-shots-erupted-high-school/,Students Ran for Their Lives as Shots Erupted in High School,Crime,Associated Press,24 January 2018
,,https://www.snopes.com/ap/2018/01/24/starbucks-gives-workers-raises-stock-grants-due-tax-law/,"Starbucks Gives Workers Raises, Stock Grants Due to Tax Law",Business,Associated Press,24 January 2018
,,https://www.snopes.com/ap/2018/01/24/da-seeks-bar-parents-contacting-13-kids-kept-captive/,DA Seeks to Bar Parents from Contacting 13 Kids Kept Captive,Crime,Associated Press,24 January 2018
,,https://www.snopes.com/ap/2018/01/24/gymnastics-doctor-sentenced-40-175-years-prison/,Gymnastics Doctor Sentenced to 40 to 175 Years in Prison,Crime,Associated Press,24 January 2018
,,https://www.snopes.com/ap/2018/01/24/scientists-successfully-clone-monkeys-humans-next/,Scientists Successfully Clone Monkeys; Are Humans Up Next?,Science,Associated Press,24 January 2018
,,https://www.snopes.com/ap/2018/01/24/mayors-boycott-trump-meeting-sanctuary-cities-threat/,Mayors Boycott Trump Meeting After Sanctuary Cities Threat,U.S. Politics,Associated Press,24 January 2018
,,https://www.snopes.com/ap/2018/01/24/mother-school-shooting-took-life-perfect-sweet-soul/,Mother: School Shooting Took Life of a ‘Perfect Sweet Soul’,Tragedies,Associated Press,24 January 2018
,,https://www.snopes.com/ap/2018/01/25/ok-imagine-net-neutrality-flame-grilled-whopper/,"OK, Imagine Net Neutrality is Flame Grilled Whopper",U.S. Politics,Associated Press,25 January 2018
,,https://www.snopes.com/ap/2018/01/24/captive-kids-slowly-providing-information-investigators/,Captive Kids Slowly Providing Information to Investigators,Crime,Associated Press,24 January 2018
,,https://www.snopes.com/ap/2018/01/24/elton-john-says-upcoming-tour-will-last/,Elton John Says Upcoming Tour Will Be His Last,Entertainment,Associated Press,24 January 2018
,,https://www.snopes.com/ap/2018/01/25/trump-says-hes-open-pathway-citizenship-dreamers/,Trump Says He’s Open to Pathway to Citizenship for Dreamers,Controversy,Associated Press,25 January 2018
A worker at Cadbury plant was arrested for contaminating the company's products with HIV-infected blood.,False,https://www.snopes.com/fact-check/cadbury-hiv-arrest/,Are Cadbury Products Contaminated with HIV?,Food,Fact Check,25 February 2018
,,https://www.snopes.com/ap/2018/01/25/erykah-badu-scrutiny-hitler-cosby-comments/,"Erykah Badu Under Scrutiny for Hitler, Cosby Comments",Uncategorized,Associated Press,25 January 2018
Former U.S. president Barack Obama has announced a bid to become Secretary General of the United Nations.,False,https://www.snopes.com/fact-check/obama-un-secretary-general/,Did Barack Obama Announce a Bid to Become UN Secretary General?,Junk News,Fact Check,25 February 2018
Some Instant Pot cookers are overheating and having meltdowns.,Mixture,https://www.snopes.com/fact-check/are-instant-pots-melting/,Are Some Instant Pot Cookers Having Meltdowns?,Food,Fact Check,
"In February 2018, Amnesty International officially declared U.S. President Donald Trump a ""human rights violator.""",Mostly True,https://www.snopes.com/fact-check/amnesty-donald-trump-human-rights/,Did Amnesty International ‘Officially Declare’ Donald Trump a ‘Human Rights Violator’?,Politics,Fact Check,26 February 2018
The military has secretly drawn up plans to round up large numbers of privately-owned firearms from American gun owners.,False,https://www.snopes.com/fact-check/military-plans-gun-confiscations/,Is the Military Drawing Up Plans for Nationwide Gun Confiscations?,Junk News,Fact Check,
,,https://www.snopes.com/ap/2018/01/22/naomi-parker-fraley-woman-inspired-rosie-riveter-dies-96/,"Naomi Parker Fraley, Woman Who Inspired ‘Rosie the Riveter,’ Dies at 96",Military,Associated Press,22 January 2018
,,https://www.snopes.com/ap/2018/01/22/trump-applies-tariffs-solar-panels-washing-machines/,"Trump Applies Tariffs to Solar Panels, Washing Machines",U.S. Politics,Associated Press,22 January 2018
,,https://www.snopes.com/ap/2018/01/23/alaska-hit-7-9-earthquake-tsunami-warning-canceled/,Alaska Hit by 7.9 Earthquake; Tsunami Warning Canceled,World News,Associated Press,23 January 2018
,,https://www.snopes.com/ap/2018/01/23/trump-overstates-missing-texts-involving-fbi-agent/,Trump Overstates Missing Texts Involving FBI Agent,U.S. Politics,Associated Press,23 January 2018
,,https://www.snopes.com/ap/2018/01/22/neil-diamond-says-parkinsons-disease-retires-touring/,"Neil Diamond Says He Has Parkinson’s Disease, Retires from Touring",Entertainment,Associated Press,22 January 2018
,,https://www.snopes.com/ap/2018/01/23/doughnut-eating-champ-charged-stealing-dunkin/,Doughnut-Eating Champ Charged with Stealing From Dunkin’,Odd News,Associated Press,23 January 2018
,,https://www.snopes.com/ap/2018/01/23/e-cigarettes-help-harm-report-says-not-clear-yet/,Do E-Cigarettes Help or Harm? Report Says Not Clear Yet,Medical,Associated Press,23 January 2018
,,https://www.snopes.com/ap/2018/01/23/2-dead-19-injured-kentucky-school-shooting-suspect-held/,"2 Dead, 19 Injured in Kentucky School Shooting; Suspect Held",Tragedies,Associated Press,23 January 2018
,,https://www.snopes.com/ap/2018/01/23/ursula-k-le-guin-best-selling-science-fiction-author-dies/,"Ursula K. Le Guin, Best-Selling Science Fiction Author, Dies",Entertainment,Associated Press,23 January 2018
Ruth Bader Ginsburg said that pedophilia was good for children.,False,https://www.snopes.com/fact-check/did-ruth-bader-ginsburg-say-that-pedophilia-was-good-for-children/,Did Ruth Bader Ginsburg Say that Pedophilia Was Good for Children?,Questionable Quotes,Fact Check,
,,https://www.snopes.com/ap/2018/01/24/police-angry-fast-food-worker-beans-supervisor-burrito/,Police: Angry Fast-Food Worker Beans Supervisor with Burrito,Odd News,Associated Press,24 January 2018
,,https://www.snopes.com/ap/2018/01/24/enjoy-hell-doctors-sentence-next-assaulting-gymnasts/,‘Enjoy Hell:’ Doctor’s Sentence Next for Assaulting Gymnasts,Crime,Associated Press,24 January 2018
,,https://www.snopes.com/ap/2018/01/23/nfl-rejects-veterans-groups-ad-super-bowl-program/,NFL Rejects Veterans Group’s Ad for Super Bowl Program,Controversy,Associated Press,23 January 2018
"Oxford professor of Islamic studies Tariq Ramadan said ""we are here to colonize the U.S. and Canada"" with Sharia law.",False,https://www.snopes.com/fact-check/muslim-scholar-tariq-ramadan-sharia-law-colonize/,Did a Muslim Scholar Advocate ‘Colonizing’ U.S. and Canada with Sharia Law?,Racial Rumors,Fact Check,22 February 2018
"A photograph shows Carl Sagan holding a sign reading ""No Billboards in Space.""",False,https://www.snopes.com/fact-check/is-this-carl-sagan-holding-a-no-billboards-in-space-sign/,Is This Carl Sagan Holding a ‘No Billboards in Space’ Sign?,Fauxtography,Fact Check,
"A photograph shows President Trump holding crib notes during a listening session with survivors of the Parkland, Florida, school shooting.",True,https://www.snopes.com/fact-check/trump-crib-notes-parkland/,Did Trump Use ‘Crib Notes’ During Listening Session with Parkland Survivors?,Fauxtography,Fact Check,22 February 2018
,,https://www.snopes.com/ap/2018/01/19/russian-networks-pushing-releasethememo-meme/,Russian Networks Pushing #ReleaseTheMemo Meme,U.S. Politics,Associated Press,19 January 2018
,,https://www.snopes.com/ap/2018/01/19/family-tom-petty-died-accidental-drug-overdose/,Autopsy: Tom Petty Died of Accidental Drug Overdose,Entertainment,Associated Press,19 January 2018
,,https://www.snopes.com/ap/2018/01/19/oscar-winner-dorothy-malone-mom-peyton-place-died/,"Oscar Winner Dorothy Malone, Mom on ‘Peyton Place,’ Has Died",Entertainment,Associated Press,19 January 2018
Gun manufacturers have legal immunity from being sued for crimes committed with the weapons or ammunition they sell.,Mostly True,https://www.snopes.com/fact-check/gun-manufacturers-crimes-products/,Gun Manufacturers Can’t Be Sued For Crimes Committed With Their Products?,Politics,Fact Check,21 February 2018
,,https://www.snopes.com/ap/2018/01/20/trumps-first-year-office-cant-miss-drama/,Trump’s First Year in Office Has Been a Can’t-Miss Drama,U.S. Politics,Associated Press,20 January 2018
,,https://www.snopes.com/ap/2018/01/21/deaths-canadian-billionaire-wife-tantalizing-mystery/,"Deaths of Canadian Billionaire, Wife a Tantalizing Mystery",Crime,Associated Press,21 January 2018
,,https://www.snopes.com/ap/2018/01/20/las-vegas-gunman-germophobe-possibly-bipolar/,"Las Vegas Gunman Was Germophobe, Possibly Bipolar",Crime,Associated Press,20 January 2018
,,https://www.snopes.com/ap/2018/01/22/senate-talks-falling-short-shutdown-enters-workweek/,"With Senate Talks Falling Short, Shutdown Enters Workweek",U.S. Politics,Associated Press,22 January 2018
,,https://www.snopes.com/ap/2018/01/20/california-governor-denies-parole-manson-follower-leslie-van-houten/,California Governor Denies Parole for Manson Follower Leslie Van Houten,Crime,Associated Press,20 January 2018
,,https://www.snopes.com/ap/2018/01/21/federal-shutdown-enters-day-2-amid-blame-game-sides/,Federal Shutdown Enters Day 2 Amid Blame Game on Both Sides,U.S. Politics,Associated Press,21 January 2018
,,https://www.snopes.com/ap/2018/01/22/15-year-old-girl-shot-texas-school-boy-16-arrested/,"15-Year-Old Girl Shot at Texas School; Boy, 16, Arrested",Crime,Associated Press,22 January 2018
,,https://www.snopes.com/ap/2018/01/22/uks-princess-eugenie-daughter-prince-andrew-engaged/,"UK’s Princess Eugenie, Daughter of Prince Andrew, Engaged",World News,Associated Press,22 January 2018
,,https://www.snopes.com/ap/2018/01/22/fdny-32-people-hurt-seriously-apartment-fire/,"FDNY: 32 People Hurt, Some Seriously, in Apartment Fire",Tragedies,Associated Press,22 January 2018
"CNN asked a survivor of the 14 February 2018 mass shooting in Parkland, Florida to deliver scripted remarks during a televised town hall.",False,https://www.snopes.com/fact-check/did-cnn-give-shooting-survivor-questions/,Did CNN Give a Parkland Shooting Survivor Scripted Questions?,Politics,Fact Check,22 February 2018
"Billy Graham said ""All homosexuals should be castrated.""",Unproven,https://www.snopes.com/fact-check/billy-graham-say-homosexuals-castrated/,Did Billy Graham Say ‘All Homosexuals Should Be Castrated’?,Questionable Quotes,Fact Check,23 February 2018
"The NRA sent Wisconsin Supreme Court candidates a letter urging them to submit a ""position statement"" on gun rights, or risk opposition from NRA members in the state.",True,https://www.snopes.com/fact-check/nra-letter-wisconsin-judges/,Did the NRA Ask Judicial Candidates for ‘Position Letters’ on Guns?,Politics,Fact Check,22 February 2018
"School walkouts and protests are planned in response to the Parkland school shooting on 14 February 2018, which killed seventeen people.",True,https://www.snopes.com/fact-check/school-walkout-rumors-parkland-shooting/,Is a School Walkout Planned in Response to the Parkland Mass Shooting?,Politics,Fact Check,22 February 2018
